date,bot_name,strategy,profit,win_count,loss_count,total_trades,max_drawdown,balance,starting_capital,win_rate
2026-02-21,AlexSignalForgeV4-9020,unknown,10.65128317,0,0,71,"0.0000",410.62818883,"",""
2026-02-24,Alex_NinjaV9-9070,unknown,110.43557941,0,0,1131,"0.0000",311.18335967,"",""
2026-02-22,ECRV2-9060,unknown,19.49384137,0,0,46,"0.0000",1020.38069916,"",""
2026-02-22,Alex_NinjaV9-9070,unknown,96.64009573,0,0,1016,"0.0000",296.80832241,"",""
2026-02-22,AlexBattleTankKillerV9-9080,unknown,-84.59909288,0,0,99,"0.0000",316.25193918,"",""
2026-02-22,Alex_DivergenceV8-9100,unknown,-19.17760044,0,0,353,"0.0000",983.40640918,"",""
2026-02-22,AlexBandSniperV18MLAIM-9000,unknown,-90.58586678,0,0,1395,"0.0000",310.45856152,"",""
2026-02-22,AlexBandSniperV119-9010,unknown,15.68011085,0,0,467,"0.0000",816.05491853,"",""
2026-02-22,AlexSignalForgeV4-9020,unknown,15.49866296,0,0,77,"0.0000",415.85218062,"",""
2026-02-22,AlexSignalForgeV4-9030,unknown,-16.12086667,0,0,176,"0.0000",79.95755882,"",""
2026-02-22,Alex_Kasuari-9040,unknown,27.93035877,0,0,74,"0.0000",229.49197162,"",""
2026-02-23,Bot-9050,unknown,743.37173036,0,0,1457,"0.0000",1743.14261789,"",""
2026-02-24,AlexBattleTankKillerV9-9080,unknown,-110.18566893,0,0,133,"0.0000",291.17080712,"",""
2026-02-24,AlexNexusForgeV8AIV2-9050,unknown,735.97693614,0,0,1457,"0.0000",1736.17356789,"",""
2026-02-22,AlexNexusForgeV8AIV2-9050,unknown,744.23842742,0,0,1457,"0.0000",1745.45667789,"",""
2026-02-24,Bot-9050,unknown,736.85559977,0,0,1457,"0.0000",1737.35038789,"",""
2026-02-24,Bot-9140,unknown,29.30217637,0,0,95,"0.0000",1039.76724266,"",""
2026-02-24,Bot-9120,unknown,-1066.43986373,0,0,75,"0.0000",-66.43986373,"",""
2026-02-23,AlexBandSniperV18MLAIM-9000,unknown,-102.05942003,0,0,1442,"0.0000",299.57353034,"",""
2026-02-23,AlexBandSniperV119-9010,unknown,38.88244728,0,0,510,"0.0000",839.30467569,"",""
2026-02-23,AlexSignalForgeV4-9020,unknown,"13.40369730",0,0,94,"0.0000",413.92722433,"",""
2026-02-23,AlexSignalForgeV4-9030,unknown,-16.86919717,0,0,180,"0.0000",79.18253642,"",""
2026-02-23,Alex_Kasuari-9040,unknown,"6.50925890",0,0,96,"0.0000",206.76909066,"",""
2026-02-22,Bot-9060,unknown,21.47134548,0,0,42,"0.0000",1023.94377685,"",""
2026-02-23,AlexNexusForgeV8AIV2-9050,unknown,742.58326574,0,0,1457,"0.0000",1743.52266789,"",""
2026-02-22,Bot-9050,unknown,744.34119619,0,0,1457,"0.0000",1745.47295789,"",""
2026-02-23,ECRV2-9060,unknown,24.09298029,0,0,47,"0.0000",1024.37623765,"",""
2026-02-23,Alex_NinjaV9-9070,unknown,94.45452467,0,0,1027,"0.0000",294.53286258,"",""
2026-02-23,AlexBattleTankKillerV9-9080,unknown,-90.83581219,0,0,99,"0.0000",309.40212579,"",""
2026-02-23,Alex_DivergenceV8-9100,unknown,-38.23378629,0,0,370,"0.0000",961.92502467,"",""
2026-02-25,GKD_FisherTransformV5_ML-9140,unknown,56.40145647,0,0,100,"0.0000",1056.77884146,"",""
2026-02-25,GKD_FisherTransformV5_ML-9150,unknown,5.54092665,0,0,33,"0.0000",87.84228356,"",""
2026-02-24,Alex_DivergenceV8-9100,unknown,-42.80418277,0,0,429,"0.0000",959.35832424,"",""
